IBGE;RS;MACRO;Municipio;Casos;Obitos;Recuperados;Em_investigacao
4120101;03;LESTE;Porto Amazonas;550;20;514;0
4126306;03;LESTE;Sengés;2566;62;2500;0
4125100;03;LESTE;São João do Triunfo;855;10;656;1
4107736;04;LESTE;Fernandes Pinheiro;641;14;557;0
4108957;04;LESTE;Guamiranga;1312;21;1276;0
4110102;04;LESTE;Imbituva;5107;117;4964;0
4110201;04;LESTE;Inácio Martins;1400;19;1247;0
4110706;04;LESTE;Irati;9769;193;9547;2
4113908;04;LESTE;Mallet;880;14;866;0
4121505;04;LESTE;Rebouças;1956;42;1895;0
4122008;04;LESTE;Rio Azul;1460;24;1399;0
4127007;04;LESTE;Teixeira Soares;1031;16;1003;2
4103040;05;LESTE;Boa Ventura de São Roque;626;8;573;0
4103958;05;LESTE;Campina do Simão;413;15;394;0
4104428;05;LESTE;Candói;1628;33;1586;0
4104451;05;LESTE;Cantagalo;1197;31;1110;0
4108452;05;LESTE;Foz do Jordão;578;17;539;0
4108650;05;LESTE;Goioxim;448;7;435;0
4109401;05;LESTE;Guarapuava;22923;621;21626;2
4113254;05;LESTE;Laranjal;414;13;399;0
4113304;05;LESTE;Laranjeiras do Sul;3154;102;2966;2
4115457;05;LESTE;Marquinho;391;8;379;0
4117057;05;LESTE;Nova Laranjeiras;1002;12;988;0
4117800;05;LESTE;Palmital;1505;39;1457;1
4119301;05;LESTE;Pinhão;2455;87;2344;0
4119608;05;LESTE;Pitanga;4016;58;3935;0
4120150;05;LESTE;Porto Barreiro;327;4;322;0
4120606;05;LESTE;Prudentópolis;4442;127;4259;0
4121752;05;LESTE;Reserva do Iguaçu;676;9;663;0
4122156;05;LESTE;Rio Bonito do Iguaçu;1005;15;983;0
4127965;05;LESTE;Turvo;2566;36;2526;0
4128658;05;LESTE;Virmond;403;7;325;0
4101309;06;LESTE;Antônio Olinto;589;16;558;0
4102901;06;LESTE;Bituruna;1483;22;1411;0
4106803;06;LESTE;Cruz Machado;1421;27;1389;4
4108502;06;LESTE;General Carneiro;913;35;864;1
4118600;06;LESTE;Paula Freitas;713;16;682;0
4118709;06;LESTE;Paulo Frontin;463;2;396;0
4120309;06;LESTE;Porto Vitória;172;6;166;0
4125605;06;LESTE;São Mateus do Sul;4679;87;4532;2
4128203;06;LESTE;União da Vitória;8350;147;8181;0
4103222;07;OESTE;Bom Sucesso do Sul;529;9;520;0
4105409;07;OESTE;Chopinzinho;2664;53;2610;1
4105706;07;OESTE;Clevelândia;2258;89;2115;16
4106456;07;OESTE;Coronel Domingos Soares;1231;18;1213;0
4106506;07;OESTE;Coronel Vivida;3388;85;3294;0
4109658;07;OESTE;Honório Serpa;616;11;602;0
4111209;07;OESTE;Itapejara d'Oeste;2118;47;2070;15
4114401;07;OESTE;Mangueirinha;2184;51;2132;0
4115309;07;OESTE;Mariópolis;751;25;710;8
4117602;07;OESTE;Palmas;6910;165;6744;3
4118501;07;OESTE;Pato Branco;14182;304;13822;41
4126272;07;OESTE;Saudade do Iguaçu;869;15;854;0
4126652;07;OESTE;Sulina;389;7;382;0
4124806;07;OESTE;São João;1621;25;1594;3
4128708;07;OESTE;Vitorino;1125;37;1088;1
4101002;08;OESTE;Ampére;2743;60;2655;1
4102604;08;OESTE;Barracão;1398;37;1356;1
4102752;08;OESTE;Bela Vista da Caroba;238;7;230;2
4103024;08;OESTE;Boa Esperança do Iguaçu;198;1;193;0
4103156;08;OESTE;Bom Jesus do Sul;532;8;523;0
4104501;08;OESTE;Capanema;2789;28;2760;1
4106571;08;OESTE;Cruzeiro do Iguaçu;540;14;526;0
4107207;08;OESTE;Dois Vizinhos;7110;99;6974;9
4107405;08;OESTE;Enéas Marques;789;17;772;5
4107850;08;OESTE;Flor da Serra do Sul;637;25;611;0
4108403;08;OESTE;Francisco Beltrão;16869;282;16058;121
4114351;08;OESTE;Manfrinópolis;245;5;239;4
4115408;08;OESTE;Marmeleiro;2403;50;2351;3
4116950;08;OESTE;Nova Esperança do Sudoeste;668;11;637;0
4117255;08;OESTE;Nova Prata do Iguaçu;1290;22;1267;1
4119251;08;OESTE;Pinhal de São Bento;196;1;194;0
4119806;08;OESTE;Planalto;1280;20;1260;1
4120358;08;OESTE;Pranchita;776;8;757;0
4119004;08;OESTE;Pérola d'Oeste;535;8;515;0
4121406;08;OESTE;Realeza;2609;41;2558;0
4121604;08;OESTE;Renascença;850;21;819;2
4122800;08;OESTE;Salgado Filho;500;11;489;1
4123006;08;OESTE;Salto do Lontra;1856;31;1825;1
4123808;08;OESTE;Santa Izabel do Oeste;1365;35;1324;2
4124400;08;OESTE;Santo Antônio do Sudoeste;2575;32;2496;0
4125209;08;OESTE;São Jorge d'Oeste;1514;34;1479;1
4128609;08;OESTE;Verê;1193;24;1167;0
4108304;09;OESTE;Foz do Iguaçu;46240;1188;42556;2332
4110953;09;OESTE;Itaipulândia;1628;27;1580;3
4115606;09;OESTE;Matelândia;3087;66;3005;13
4115804;09;OESTE;Medianeira;8303;146;8088;14
4116059;09;OESTE;Missal;1289;21;1258;4
4121257;09;OESTE;Ramilândia;487;12;471;2
4124053;09;OESTE;Santa Terezinha de Itaipu;3670;111;3546;33
4126355;09;OESTE;Serranópolis do Iguaçu;671;14;657;0
4125704;09;OESTE;São Miguel do Iguaçu;3717;77;3610;14
4101051;10;OESTE;Anahy;470;13;456;0
4103057;10;OESTE;Boa Vista da Aparecida;1169;35;1134;0
4103354;10;OESTE;Braganey;683;11;671;0
4103453;10;OESTE;Cafelândia;3022;43;2978;1
4104055;10;OESTE;Campo Bonito;466;14;448;0
4104600;10;OESTE;Capitão Leônidas Marques;2001;31;1967;1
4104808;10;OESTE;Cascavel;49943;1133;48157;77
4105003;10;OESTE;Catanduvas;1190;21;1168;0
4106308;10;OESTE;Corbélia;2992;47;2928;0
4105300;10;OESTE;Céu Azul;1693;35;1649;6
4107124;10;OESTE;Diamante do Sul;550;17;530;0
4107546;10;OESTE;Espigão Alto do Iguaçu;506;7;499;0
4108205;10;OESTE;Formosa do Oeste;743;22;713;1
4109302;10;OESTE;Guaraniaçu;1871;33;1762;2
4109757;10;OESTE;Ibema;580;27;553;1
4110052;10;OESTE;Iguatu;333;12;320;0
4110656;10;OESTE;Iracema do Oeste;251;5;237;0
4112751;10;OESTE;Jesuítas;1137;21;1115;0
4113452;10;OESTE;Lindoeste;642;10;595;0
4116703;10;OESTE;Nova Aurora;1853;48;1789;0
4120903;10;OESTE;Quedas do Iguaçu;3962;81;3873;1
4123824;10;OESTE;Santa Lúcia;274;8;265;0
4124020;10;OESTE;Santa Tereza do Oeste;1347;35;1255;1
4127858;10;OESTE;Três Barras do Paraná;1594;58;1535;0
4128559;10;OESTE;Vera Cruz do Oeste;1264;48;1212;3
4100459;11;NOROESTE;Altamira do Paraná;312;13;299;0
4101705;11;NOROESTE;Araruna;2228;37;2189;0
4102505;11;NOROESTE;Barbosa Ferraz;1539;46;1461;0
4103008;11;NOROESTE;Boa Esperança;508;19;488;0
4103909;11;NOROESTE;Campina da Lagoa;1835;63;1764;0
4104303;11;NOROESTE;Campo Mourão;16245;352;15837;4
4106555;11;NOROESTE;Corumbataí do Sul;449;7;439;0
4107504;11;NOROESTE;Engenheiro Beltrão;1664;31;1622;0
4107553;11;NOROESTE;Farol;203;8;186;0
4107702;11;NOROESTE;Fênix;473;8;447;1
4108601;11;NOROESTE;Goioerê;2133;75;1984;0
4110805;11;NOROESTE;Iretama;1139;21;1041;0
4112207;11;NOROESTE;Janiópolis;552;22;528;0
4112959;11;NOROESTE;Juranda;1120;33;1085;0
4113734;11;NOROESTE;Luiziana;813;15;793;0
4114005;11;NOROESTE;Mamborê;1507;29;1431;0
4116109;11;NOROESTE;Moreira Sales;1139;39;1093;0
4116802;11;NOROESTE;Nova Cantu;825;20;802;0
4118808;11;NOROESTE;Peabiru;1749;40;1698;0
4120655;11;NOROESTE;Quarto Centenário;323;6;302;0
4121109;11;NOROESTE;Quinta do Sol;627;10;616;0
4121356;11;NOROESTE;Rancho Alegre D'Oeste;294;9;285;0
4122503;11;NOROESTE;Roncador;1266;20;1119;0
4127205;11;NOROESTE;Terra Boa;2691;59;2620;0
4128005;11;NOROESTE;Ubiratã;2422;99;2253;0
4128625;12;NOROESTE;Alto Paraíso;384;9;364;0
4100707;12;NOROESTE;Alto Piquiri;1167;29;1065;1
4100509;12;NOROESTE;Altônia;1933;50;1775;0
4103370;12;NOROESTE;Brasilândia do Sul;433;12;410;0
4103479;12;NOROESTE;Cafezal do Sul;478;8;468;0
4106605;12;NOROESTE;Cruzeiro do Oeste;3197;88;3098;0
4107256;12;NOROESTE;Douradina;1114;13;1072;0
4107520;12;NOROESTE;Esperança Nova;316;8;308;0
4108320;12;NOROESTE;Francisco Alves;530;8;497;0
4109906;12;NOROESTE;Icaraíma;999;16;936;0
4110607;12;NOROESTE;Iporã;2179;22;1796;1
4111555;12;NOROESTE;Ivaté;748;4;608;0
4114708;12;NOROESTE;Maria Helena;582;5;546;0
4115101;12;NOROESTE;Mariluz;1525;53;1442;0
4117206;12;NOROESTE;Nova Olímpia;719;19;689;0
4118857;12;NOROESTE;Perobal;984;8;969;1
4118907;12;NOROESTE;Pérola;1559;33;1413;0
4125357;12;NOROESTE;São Jorge do Patrocínio;993;7;977;0
4126900;12;NOROESTE;Tapira;628;12;616;0
4128104;12;NOROESTE;Umuarama;18872;351;18368;11
4128807;12;NOROESTE;Xambrê;638;8;581;1
4105508;13;NOROESTE;Cianorte;10318;186;9736;2
4105607;13;NOROESTE;Cidade Gaúcha;1967;34;1923;0
4109104;13;NOROESTE;Guaporema;269;5;250;0
4110409;13;NOROESTE;Indianópolis;950;11;928;0
4112405;13;NOROESTE;Japurá;1245;17;1204;0
4113007;13;NOROESTE;Jussara;758;7;750;0
4122602;13;NOROESTE;Rondon;1181;21;1139;0
4125555;13;NOROESTE;São Manoel do Paraná;220;3;215;0
4126108;13;NOROESTE;São Tomé;750;5;744;0
4126801;13;NOROESTE;Tapejara;2089;37;2047;0
4127908;13;NOROESTE;Tuneiras do Oeste;1147;24;1119;0
4100608;14;NOROESTE;Alto Paraná;1378;26;1342;1
4100905;14;NOROESTE;Amaporã;477;8;462;0
4106704;14;NOROESTE;Cruzeiro do Sul;533;12;521;0
4107108;14;NOROESTE;Diamante do Norte;401;16;383;0
4108908;14;NOROESTE;Guairaçá;571;16;419;0
4110300;14;NOROESTE;Inajá;416;10;406;0
4111308;14;NOROESTE;Itaúna do Sul;286;5;281;1
4112603;14;NOROESTE;Jardim Olinda;72;2;70;0
4113502;14;NOROESTE;Loanda;3511;60;3402;0
4115002;14;NOROESTE;Marilena;802;19;755;0
4115903;14;NOROESTE;Mirador;311;3;301;0
4116505;14;NOROESTE;Nova Aliança do Ivaí;150;2;147;0
4117107;14;NOROESTE;Nova Londrina;1948;31;1906;0
4118303;14;NOROESTE;Paranapoema;252;4;246;0
4118402;14;NOROESTE;Paranavaí;12620;311;12001;2
4118006;14;NOROESTE;Paraíso do Norte;2267;48;2214;0
4119707;14;NOROESTE;Planaltina do Paraná;467;6;456;0
4120200;14;NOROESTE;Porto Rico;496;7;486;0
4121000;14;NOROESTE;Querência do Norte;1417;10;1391;0
4123303;14;NOROESTE;Santa Cruz de Monte Castelo;1083;20;1039;0
4123709;14;NOROESTE;Santa Isabel do Ivaí;1588;31;1541;0
4123956;14;NOROESTE;Santa Mônica;395;12;381;0
4124202;14;NOROESTE;Santo Antônio do Caiuá;266;9;247;0
4124608;14;NOROESTE;São Carlos do Ivaí;1097;20;1075;0
4124905;14;NOROESTE;São João do Caiuá;601;13;531;0
4125902;14;NOROESTE;São Pedro do Paraná;251;2;244;0
4126702;14;NOROESTE;Tamboara;581;14;563;0
4127304;14;NOROESTE;Terra Rica;1474;36;1372;0
4102109;15;NOROESTE;Astorga;3937;95;3787;0
4102208;15;NOROESTE;Atalaia;497;25;427;1
4105904;15;NOROESTE;Colorado;3194;79;2923;0
4107306;15;NOROESTE;Doutor Camargo;690;17;672;1
4107801;15;NOROESTE;Floraí;777;12;750;0
4107900;15;NOROESTE;Floresta;1290;22;1239;1
4108106;15;NOROESTE;Flórida;321;11;303;0
4110003;15;NOROESTE;Iguaraçu;654;23;603;0
4110904;15;NOROESTE;Itaguajé;352;9;328;0
4111100;15;NOROESTE;Itambé;809;34;763;0
4111605;15;NOROESTE;Ivatuba;299;13;279;0
4113601;15;NOROESTE;Lobato;598;15;574;0
4114203;15;NOROESTE;Mandaguari;5245;131;4882;0
4114104;15;NOROESTE;Mandaguaçu;4246;85;4102;0
4114807;15;NOROESTE;Marialva;6648;135;6508;0
4115200;15;NOROESTE;Maringá;66931;1627;65049;24
4116307;15;NOROESTE;Munhoz de Melo;523;9;510;0
4116406;15;NOROESTE;Nossa Senhora das Graças;646;10;632;0
4116901;15;NOROESTE;Nova Esperança;2584;87;2370;0
4117404;15;NOROESTE;Ourizona;365;13;340;0
4117503;15;NOROESTE;Paiçandu;5814;142;5378;0
4118105;15;NOROESTE;Paranacity;1084;29;1052;0
4120408;15;NOROESTE;Presidente Castelo Branco;713;14;685;0
4123402;15;NOROESTE;Santa Fé;1014;49;935;0
4123600;15;NOROESTE;Santa Inês;193;3;156;0
4124509;15;NOROESTE;Santo Inácio;586;18;565;0
4126256;15;NOROESTE;Sarandi;14482;338;13557;2
4125308;15;NOROESTE;São Jorge do Ivaí;846;14;830;0
4128302;15;NOROESTE;Uniflor;123;3;120;0
4101150;15;NOROESTE;Ângulo;395;7;378;0
4101408;16;NORTE;Apucarana;11755;490;10257;6
4101507;16;NORTE;Arapongas;15375;589;13613;2
4103206;16;NORTE;Bom Sucesso;1370;20;1342;0
4103305;16;NORTE;Borrazópolis;1096;34;1061;0
4103503;16;NORTE;Califórnia;1375;39;1334;0
4103800;16;NORTE;Cambira;1214;28;1184;0
4107603;16;NORTE;Faxinal;2538;74;2403;0
4108700;16;NORTE;Grandes Rios;664;18;644;0
4112108;16;NORTE;Jandaia do Sul;3196;87;2947;0
4113106;16;NORTE;Kaloré;1312;29;1237;0
4114906;16;NORTE;Marilândia do Sul;1251;42;1206;0
4115507;16;NORTE;Marumbi;770;13;737;0
4115754;16;NORTE;Mauá da Serra;1403;25;1353;0
4117297;16;NORTE;Novo Itacolomi;336;7;316;0
4122107;16;NORTE;Rio Bom;377;13;363;0
4122701;16;NORTE;Sabáudia;1480;26;1416;0
4125803;16;NORTE;São Pedro do Ivaí;1480;49;1421;0
4100806;17;NORTE;Alvorada do Sul;887;29;815;1
4101903;17;NORTE;Assaí;1790;57;1723;0
4102802;17;NORTE;Bela Vista do Paraíso;2414;81;2060;0
4103404;17;NORTE;Cafeara;479;13;436;0
4103701;17;NORTE;Cambé;14949;362;13381;7
4105102;17;NORTE;Centenário do Sul;1296;36;1255;0
4108007;17;NORTE;Florestópolis;1784;38;1707;0
4109203;17;NORTE;Guaraci;648;9;639;0
4109807;17;NORTE;Ibiporã;8207;200;7483;8
4111902;17;NORTE;Jaguapitã;2284;62;1943;0
4112702;17;NORTE;Jataizinho;2003;47;1763;1
4113700;17;NORTE;Londrina;106416;2252;100104;127
4113809;17;NORTE;Lupionópolis;444;21;418;0
4116000;17;NORTE;Miraselva;278;8;245;0
4119657;17;NORTE;Pitangueiras;530;13;421;2
4120002;17;NORTE;Porecatu;1823;50;1762;1
4120333;17;NORTE;Prado Ferreira;105;18;86;0
4120507;17;NORTE;Primeiro de Maio;720;33;531;0
4122404;17;NORTE;Rolândia;9719;266;8690;5
4126504;17;NORTE;Sertanópolis;2914;49;2678;0
4126678;17;NORTE;Tamarana;1364;41;1307;0
4100103;18;NORTE;Abatiá;1183;21;1156;0
4101101;18;NORTE;Andirá;2793;96;2543;0
4102406;18;NORTE;Bandeirantes;5399;148;5194;0
4106001;18;NORTE;Congonhinhas;1168;30;1109;0
4106407;18;NORTE;Cornélio Procópio;7869;175;7672;1
4111001;18;NORTE;Itambaracá;917;20;872;0
4113403;18;NORTE;Leópolis;528;13;514;0
4116604;18;NORTE;Nova América da Colina;467;8;454;0
4117008;18;NORTE;Nova Fátima;724;14;705;0
4117214;18;NORTE;Nova Santa Bárbara;613;20;573;0
4121307;18;NORTE;Rancho Alegre;561;7;548;0
4121901;18;NORTE;Ribeirão do Pinhal;1754;53;1683;0
4123105;18;NORTE;Santa Amélia;521;11;475;0
4123204;18;NORTE;Santa Cecília do Pavão;541;13;525;0
4123907;18;NORTE;Santa Mariana;1472;53;1403;0
4124301;18;NORTE;Santo Antônio do Paraíso;302;5;296;0
4126207;18;NORTE;Sapopema;799;18;779;0
4126405;18;NORTE;Sertaneja;744;17;726;0
4124707;18;NORTE;São Jerônimo da Serra;840;31;804;0
4126009;18;NORTE;São Sebastião da Amoreira;939;28;910;0
4128401;18;NORTE;Uraí;883;34;818;0
4102703;19;NORTE;Barra do Jacaré;274;7;261;0
4103602;19;NORTE;Cambará;3136;68;3061;0
4104709;19;NORTE;Carlópolis;815;33;760;0
4106100;19;NORTE;Conselheiro Mairinck;761;17;743;0
4107751;19;NORTE;Figueira;986;29;950;1
4109005;19;NORTE;Guapirama;713;15;696;0
4109708;19;NORTE;Ibaiti;4329;161;4165;4
4111704;19;NORTE;Jaboti;604;14;590;0
4111803;19;NORTE;Jacarezinho;6816;115;6638;0
4112306;19;NORTE;Japira;657;15;641;0
4112801;19;NORTE;Joaquim Távora;2083;54;2019;2
4112900;19;NORTE;Jundiaí do Sul;185;9;174;0
4119202;19;NORTE;Pinhalão;922;21;897;0
4120705;19;NORTE;Quatiguá;1593;35;1543;0
4121802;19;NORTE;Ribeirão Claro;1331;22;1307;0
4122909;19;NORTE;Salto do Itararé;990;38;945;0
4124004;19;NORTE;Santana do Itararé;914;30;884;0
4124103;19;NORTE;Santo Antônio da Platina;7161;153;6629;23
4126603;19;NORTE;Siqueira Campos;3780;83;3683;3
4125407;19;NORTE;São José da Boa Vista;667;24;643;1
4127809;19;NORTE;Tomazina;977;29;852;0
4128500;19;NORTE;Wenceslau Braz;2321;85;2234;1
4102000;20;OESTE;Assis Chateaubriand;5511;135;5346;2
4107157;20;OESTE;Diamante D'Oeste;677;20;653;3
4107538;20;OESTE;Entre Rios do Oeste;523;6;509;1
4108809;20;OESTE;Guaíra;4252;103;4132;93
4114609;20;OESTE;Marechal Cândido Rondon;7567;155;7394;3
4115358;20;OESTE;Maripá;773;19;727;0
4115853;20;OESTE;Mercedes;637;10;625;0
4117222;20;OESTE;Nova Santa Rosa;1093;18;1064;0
4117453;20;OESTE;Ouro Verde do Oeste;1029;34;987;0
4117909;20;OESTE;Palotina;6639;97;6515;2
4118451;20;OESTE;Pato Bragado;667;11;597;0
4120853;20;OESTE;Quatro Pontes;739;9;688;0
4123501;20;OESTE;Santa Helena;3827;86;3729;4
4125456;20;OESTE;São José das Palmeiras;489;13;473;1
4125753;20;OESTE;São Pedro do Iguaçu;728;23;697;0
4127403;20;OESTE;Terra Roxa;2326;44;2252;1
4127700;20;OESTE;Toledo;27786;467;26642;5
4127957;20;OESTE;Tupãssi;938;23;909;0
4107009;21;LESTE;Curiúva;1446;34;1307;1
4110078;21;LESTE;Imbaú;2037;59;1970;0
4117305;21;LESTE;Ortigueira;2494;52;2315;0
4121703;21;LESTE;Reserva;3434;80;3350;1
4127106;21;LESTE;Telêmaco Borba;18541;393;17966;1
4127502;21;LESTE;Tibagi;2772;92;2677;0
4128534;21;LESTE;Ventania;1265;52;1210;0
4101655;22;NORTE;Arapuã;395;9;384;0
4101853;22;NORTE;Ariranha do Ivaí;188;4;184;0
4106852;22;NORTE;Cruzmaltina;362;7;351;0
4104402;22;NORTE;Cândido de Abreu;1732;20;1685;0
4108551;22;NORTE;Godoy Moreira;267;4;262;0
4111506;22;NORTE;Ivaiporã;4003;96;3730;2
4112504;22;NORTE;Jardim Alegre;1130;33;1092;0
4113429;22;NORTE;Lidianópolis;495;9;483;0
4113759;22;NORTE;Lunardelli;604;8;591;0
4114500;22;NORTE;Manoel Ribas;1841;32;1806;0
4115739;22;NORTE;Mato Rico;194;5;182;0
4117271;22;NORTE;Nova Tebas;713;17;695;0
4122172;22;NORTE;Rio Branco do Ivaí;465;13;432;0
4122651;22;NORTE;Rosário do Ivaí;662;8;640;0
4123857;22;NORTE;Santa Maria do Oeste;993;29;964;1
4125001;22;NORTE;São João do Ivaí;1419;27;1344;0
